CustomerID,Recency,Frequency,Monetary,Cluster,CustomerSegment
13218,128,1,62.64,0,Regular Customers
13220,79,4,819.29,0,Regular Customers
13221,241,2,847.41,1,At-Risk Customers
13223,201,2,163.2,1,At-Risk Customers
13224,61,2,2155.95,0,Regular Customers
13225,4,7,6463.84,0,Regular Customers
13226,274,1,108.21000000000001,1,At-Risk Customers
13227,202,1,257.7,1,At-Risk Customers
13228,82,1,358.0,0,Regular Customers
13229,226,1,160.95,1,At-Risk Customers
13230,5,14,2755.63,0,Regular Customers
13232,13,7,1328.35,0,Regular Customers
13233,75,2,605.12,0,Regular Customers
13235,213,1,1031.07,1,At-Risk Customers
13236,25,2,744.85,0,Regular Customers
13238,18,4,700.73,0,Regular Customers
13239,262,1,329.56,1,At-Risk Customers
13240,97,4,663.65,0,Regular Customers
13242,113,3,270.40000000000003,0,Regular Customers
13243,204,1,585.12,1,At-Risk Customers
13244,93,1,121.74000000000001,0,Regular Customers
13245,51,1,430.5,0,Regular Customers
13246,19,6,1961.52,0,Regular Customers
13247,18,4,501.12,0,Regular Customers
13248,125,2,465.68,0,Regular Customers
13249,93,3,711.41,0,Regular Customers
13253,157,2,1030.4,1,At-Risk Customers
13255,10,2,399.51,0,Regular Customers
13258,12,3,672.8299999999999,0,Regular Customers
13259,62,1,283.18,0,Regular Customers
13260,62,1,557.62,0,Regular Customers
13261,269,2,944.1,1,At-Risk Customers
13262,264,1,200.29,1,At-Risk Customers
13263,2,35,7436.93,3,High Value Customers
13265,54,5,2092.66,0,Regular Customers
13266,12,12,3834.2599999999998,0,Regular Customers
13267,3,19,4521.49,3,High Value Customers
13268,18,11,3174.75,0,Regular Customers
13269,2,15,5343.28,3,High Value Customers
13270,367,1,590.0,1,At-Risk Customers
13271,38,1,211.49,0,Regular Customers
13272,32,2,276.56,0,Regular Customers
13273,114,1,138.98,0,Regular Customers
13276,64,2,590.93,0,Regular Customers
13277,16,4,258.4,0,Regular Customers
13278,41,1,542.73,0,Regular Customers
13279,79,1,137.75,0,Regular Customers
13280,123,3,798.46,0,Regular Customers
13282,19,3,1132.1399999999999,0,Regular Customers
13283,60,2,93.66,0,Regular Customers
13284,331,1,201.19,1,At-Risk Customers
13285,24,4,2709.12,0,Regular Customers
13291,156,1,361.11,1,At-Risk Customers
13292,39,2,578.94,0,Regular Customers
13294,190,2,873.74,1,At-Risk Customers
13295,360,1,201.2,1,At-Risk Customers
13296,138,1,87.4,0,Regular Customers
13297,8,4,2089.85,0,Regular Customers
13298,2,1,360.0,0,Regular Customers
13299,269,1,142.5,1,At-Risk Customers
13300,170,1,371.89,1,At-Risk Customers
13301,104,4,618.09,0,Regular Customers
13302,156,1,63.75,1,At-Risk Customers
13304,352,1,300.42,1,At-Risk Customers
13305,5,10,2000.86,0,Regular Customers
13307,121,1,15.0,0,Regular Customers
13308,23,3,1385.51,0,Regular Customers
13309,8,5,1456.79,0,Regular Customers
13310,29,3,1132.03,0,Regular Customers
13311,5,2,598.5699999999999,0,Regular Customers
13313,23,5,1555.32,0,Regular Customers
13314,2,3,775.94,0,Regular Customers
13316,38,4,5732.93,0,Regular Customers
13317,67,6,2273.68,0,Regular Customers
13318,2,3,640.76,0,Regular Customers
13319,6,26,10845.55,3,High Value Customers
13320,79,4,1532.2,0,Regular Customers
13321,73,2,567.36,0,Regular Customers
13322,18,1,199.48000000000002,0,Regular Customers
13323,4,5,787.85,0,Regular Customers
13324,37,10,7121.95,0,Regular Customers
13325,82,1,675.3,0,Regular Customers
13327,39,8,3627.77,0,Regular Customers
13328,317,1,1308.48,1,At-Risk Customers
13329,32,2,789.0,0,Regular Customers
13330,93,3,1140.93,0,Regular Customers
13332,15,1,350.9,0,Regular Customers
13334,83,3,3502.32,0,Regular Customers
13336,78,1,795.12,0,Regular Customers
13338,158,1,487.02,1,At-Risk Customers
13339,201,1,860.12,1,At-Risk Customers
13340,46,7,10736.48,0,Regular Customers
13341,261,1,775.85,1,At-Risk Customers
13343,178,1,353.43,1,At-Risk Customers
13344,68,3,2511.69,0,Regular Customers
13345,288,1,389.5,1,At-Risk Customers
13347,71,1,341.36,0,Regular Customers
13348,65,1,233.76,0,Regular Customers
13349,11,1,247.32,0,Regular Customers
13350,17,2,979.12,0,Regular Customers
13351,67,1,373.94,0,Regular Customers
13352,61,1,397.98,0,Regular Customers
13354,72,1,743.53,0,Regular Customers
13355,123,1,674.7,0,Regular Customers
13356,81,1,768.24,0,Regular Customers
13357,258,1,609.4,1,At-Risk Customers
13358,269,1,439.03,1,At-Risk Customers
13359,64,1,439.56,0,Regular Customers
13362,10,4,3090.74,0,Regular Customers
13363,18,2,992.5,0,Regular Customers
13364,72,1,134.96,0,Regular Customers
13365,34,2,2225.37,0,Regular Customers
13366,51,1,56.16,0,Regular Customers
13368,257,2,623.4,1,At-Risk Customers
13369,366,1,308.28,1,At-Risk Customers
13370,372,1,754.87,1,At-Risk Customers
13372,90,1,378.64,0,Regular Customers
13373,61,3,3312.25,0,Regular Customers
13375,89,1,778.65,0,Regular Customers
13376,100,3,1019.76,0,Regular Customers
13379,27,3,572.56,0,Regular Customers
13381,32,6,3639.31,0,Regular Customers
13382,281,1,222.99,1,At-Risk Customers
13384,31,7,4151.93,0,Regular Customers
13385,330,1,534.57,1,At-Risk Customers
13388,132,2,677.1,0,Regular Customers
13389,12,3,797.96,0,Regular Customers
13390,75,1,544.08,0,Regular Customers
13391,204,1,59.8,1,At-Risk Customers
13394,2,8,2520.02,0,Regular Customers
13395,186,1,307.72,1,At-Risk Customers
13396,30,2,1360.99,0,Regular Customers
13397,73,5,1544.13,0,Regular Customers
13398,193,1,457.34000000000003,1,At-Risk Customers
13402,128,2,621.23,0,Regular Customers
13403,18,1,75.0,0,Regular Customers
13404,2,2,252.49,0,Regular Customers
13405,75,3,572.451,0,Regular Customers
13408,2,62,28117.04,3,High Value Customers
13410,25,5,1003.06,0,Regular Customers
13411,108,1,213.55,0,Regular Customers
13414,134,3,1390.5,0,Regular Customers
13416,44,2,712.5,0,Regular Customers
13417,5,2,640.83,0,Regular Customers
13418,12,18,6127.43,3,High Value Customers
13419,64,1,221.06,0,Regular Customers
13420,150,2,159.85,1,At-Risk Customers
13421,41,2,1833.71,0,Regular Customers
13422,65,1,2626.3,0,Regular Customers
13425,109,3,1624.21,0,Regular Customers
13426,1,10,3641.32,0,Regular Customers
13427,20,3,582.6,0,Regular Customers
13428,11,1,201.78,0,Regular Customers
13429,11,4,1006.8,0,Regular Customers
13430,19,2,679.45,0,Regular Customers
13431,68,2,1269.1,0,Regular Customers
13434,75,2,534.24,0,Regular Customers
13435,6,7,3809.89,0,Regular Customers
13436,2,1,196.89,0,Regular Customers
13437,15,7,3408.06,0,Regular Customers
13439,256,1,283.71,1,At-Risk Customers
13441,92,1,296.64,0,Regular Customers
13447,24,3,1129.14,0,Regular Customers
13448,17,6,3534.69,0,Regular Customers
13449,24,1,291.88,0,Regular Customers
13450,27,6,2043.72,0,Regular Customers
13451,27,5,2898.26,0,Regular Customers
13452,260,2,590.0,1,At-Risk Customers
13453,166,2,356.98,1,At-Risk Customers
13455,25,2,1058.34,0,Regular Customers
13456,18,6,1766.72,0,Regular Customers
13458,8,14,9646.57,3,High Value Customers
13460,30,2,183.44,0,Regular Customers
13461,39,3,1445.0,0,Regular Customers
13462,253,1,151.5,1,At-Risk Customers
13464,59,1,674.68,0,Regular Customers
13466,185,1,307.9,1,At-Risk Customers
13467,11,2,1071.91,0,Regular Customers
13468,2,37,5704.97,3,High Value Customers
13470,100,2,165.0,0,Regular Customers
13471,2,4,2501.84,0,Regular Customers
13473,61,2,422.64,0,Regular Customers
13474,237,1,226.84,1,At-Risk Customers
13475,192,4,1431.78,1,At-Risk Customers
13476,179,2,1238.47,1,At-Risk Customers
13477,38,6,1454.58,0,Regular Customers
13479,201,2,300.95,1,At-Risk Customers
13481,46,5,1804.56,0,Regular Customers
13482,233,1,184.64000000000001,1,At-Risk Customers
13483,66,1,140.34,0,Regular Customers
13484,242,1,313.8,1,At-Risk Customers
13485,234,1,454.24,1,At-Risk Customers
13486,79,3,1122.41,0,Regular Customers
13487,58,3,575.4,0,Regular Customers
13488,18,13,8968.31,3,High Value Customers
13489,106,4,449.52,0,Regular Customers
13491,52,10,1215.82,0,Regular Customers
13492,137,3,1269.84,0,Regular Customers
13493,276,2,618.63,1,At-Risk Customers
13494,312,1,316.26,1,At-Risk Customers
13495,8,5,2044.87,0,Regular Customers
13496,11,2,653.33,0,Regular Customers
13497,283,2,348.05,1,At-Risk Customers
13499,18,5,1159.11,0,Regular Customers
13500,24,3,1166.77,0,Regular Customers
13501,289,1,1340.32,1,At-Risk Customers
13502,17,3,292.0,0,Regular Customers
13503,72,1,216.85,0,Regular Customers
13504,65,1,295.93,0,Regular Customers
13505,73,4,4393.63,0,Regular Customers
13506,317,2,458.52,1,At-Risk Customers
13507,4,4,2479.16,0,Regular Customers
13508,244,1,110.97,1,At-Risk Customers
13509,9,7,979.72,0,Regular Customers
13510,2,4,1791.56,0,Regular Customers
13512,261,1,251.21,1,At-Risk Customers
13513,127,1,205.10000000000002,0,Regular Customers
13514,74,1,152.2,0,Regular Customers
13515,73,4,891.12,0,Regular Customers
13516,22,3,1389.41,0,Regular Customers
13517,60,3,2128.42,0,Regular Customers
13518,86,1,627.16,0,Regular Customers
13519,79,1,122.75,0,Regular Customers
13520,59,6,3624.35,0,Regular Customers
13521,2,3,1071.73,0,Regular Customers
13522,31,1,125.8,0,Regular Customers
13523,34,5,3964.88,0,Regular Customers
13524,41,5,680.18,0,Regular Customers
13525,15,2,628.78,0,Regular Customers
13527,34,7,2242.36,0,Regular Customers
13529,79,2,307.76,0,Regular Customers
13531,206,2,483.8,1,At-Risk Customers
13532,34,1,210.31,0,Regular Customers
13533,183,3,269.09,1,At-Risk Customers
13534,3,25,5870.08,3,High Value Customers
13536,2,7,3444.39,0,Regular Customers
13538,44,7,1280.85,0,Regular Customers
13539,86,3,631.34,0,Regular Customers
13544,40,2,276.06,0,Regular Customers
13546,13,3,621.09,0,Regular Customers
13548,97,2,678.16,0,Regular Customers
13549,26,7,918.2,0,Regular Customers
13551,320,1,91.80000000000001,1,At-Risk Customers
13552,67,12,3740.07,0,Regular Customers
13555,74,4,4098.88,0,Regular Customers
13557,29,2,584.06,0,Regular Customers
13558,6,4,594.52,0,Regular Customers
13560,8,1,171.42000000000002,0,Regular Customers
13561,216,1,141.85999999999999,1,At-Risk Customers
13562,82,3,1799.3300000000002,0,Regular Customers
13563,85,2,777.53,0,Regular Customers
13564,145,3,1724.67,0,Regular Customers
13565,20,2,240.22,0,Regular Customers
13566,41,2,856.84,0,Regular Customers
13568,174,1,187.05,1,At-Risk Customers
13569,18,2,338.62,0,Regular Customers
13570,244,1,239.49,1,At-Risk Customers
13571,13,12,2088.94,0,Regular Customers
13572,206,1,1384.25,1,At-Risk Customers
13573,51,2,290.25,0,Regular Customers
13575,24,5,732.0699999999999,0,Regular Customers
13576,11,18,6717.34,3,High Value Customers
13577,26,4,1687.6,0,Regular Customers
13579,15,2,467.04,0,Regular Customers
13581,310,1,118.0,1,At-Risk Customers
13583,156,1,781.03,1,At-Risk Customers
13584,307,1,142.4,1,At-Risk Customers
13587,64,1,712.4,0,Regular Customers
13588,16,9,2478.95,0,Regular Customers
13589,15,2,379.65,0,Regular Customers
13590,12,6,1981.92,0,Regular Customers
13591,65,3,1117.13,0,Regular Customers
13592,36,4,247.96,0,Regular Customers
13593,109,5,2011.88,0,Regular Customers
13594,53,1,396.97,0,Regular Customers
13596,6,2,664.11,0,Regular Customers
13598,48,1,160.04,0,Regular Customers
13599,2,21,5149.92,3,High Value Customers
13600,313,1,219.52,1,At-Risk Customers
13601,46,2,693.32,0,Regular Customers
13602,65,1,428.89,0,Regular Customers
13603,27,1,164.34,0,Regular Customers
13606,30,3,276.75,0,Regular Customers
13607,41,1,675.51,0,Regular Customers
13610,13,7,1082.33,0,Regular Customers
13611,90,3,1154.4,0,Regular Customers
13614,25,4,1585.46,0,Regular Customers
13615,319,1,417.69,1,At-Risk Customers
13617,41,3,544.18,0,Regular Customers
13618,174,1,177.34,1,At-Risk Customers
13621,117,1,213.85,0,Regular Customers
13623,31,5,727.74,0,Regular Customers
13626,253,1,257.23,1,At-Risk Customers
13627,60,5,1638.47,0,Regular Customers
13629,24,11,7792.36,0,Regular Customers
13630,6,7,2031.78,0,Regular Customers
13631,100,11,3070.42,0,Regular Customers
13632,25,5,2118.93,0,Regular Customers
13634,34,5,1547.36,0,Regular Customers
13635,68,1,1071.03,0,Regular Customers
13636,37,5,949.12,0,Regular Customers
13637,53,3,804.3,0,Regular Customers
13638,16,1,122.64,0,Regular Customers
13639,75,1,1033.34,0,Regular Customers
13642,216,1,312.28,1,At-Risk Customers
13643,32,3,519.44,0,Regular Customers
13644,17,4,2624.2599999999998,0,Regular Customers
13645,121,1,252.1,0,Regular Customers
13647,10,4,1648.12,0,Regular Customers
13649,257,2,346.6,1,At-Risk Customers
13650,17,6,1836.34,0,Regular Customers
13651,36,2,94.19999999999999,0,Regular Customers
13652,46,3,1095.08,0,Regular Customers
13654,44,6,2707.33,0,Regular Customers
13655,115,2,932.97,0,Regular Customers
13656,165,2,379.65,1,At-Risk Customers
13657,11,2,382.14,0,Regular Customers
13658,10,5,2639.17,0,Regular Customers
13659,206,2,1563.0,1,At-Risk Customers
13662,86,3,881.26,0,Regular Customers
13663,180,1,189.47,1,At-Risk Customers
13666,61,3,84.65,0,Regular Customers
13667,150,1,299.05,1,At-Risk Customers
13668,3,21,6309.83,3,High Value Customers
13669,51,2,218.55,0,Regular Customers
13670,76,1,349.7,0,Regular Customers
13672,302,2,186.39,1,At-Risk Customers
13673,19,2,387.44,0,Regular Customers
13675,152,2,486.82,1,At-Risk Customers
13678,152,1,232.6,1,At-Risk Customers
13680,2,4,3719.12,0,Regular Customers
13681,18,4,827.83,0,Regular Customers
13682,188,1,59.5,1,At-Risk Customers
13684,286,1,65.13,1,At-Risk Customers
13685,3,7,3119.44,0,Regular Customers
13686,183,1,72.0,1,At-Risk Customers
13689,64,1,910.0,0,Regular Customers
13690,60,1,172.25,0,Regular Customers
13692,25,3,1488.32,0,Regular Customers
13694,4,50,65039.62,3,High Value Customers
13695,32,15,2504.13,0,Regular Customers
13697,39,1,151.3,0,Regular Customers
13699,156,1,308.58,1,At-Risk Customers
13700,27,10,2248.63,0,Regular Customers
13703,319,1,99.5,1,At-Risk Customers
13704,6,9,2308.06,0,Regular Customers
13705,8,3,711.86,0,Regular Customers
13706,303,1,330.79,1,At-Risk Customers
13707,268,2,806.41,1,At-Risk Customers
13708,272,1,285.33,1,At-Risk Customers
13709,4,13,6307.65,0,Regular Customers
13710,32,1,180.48000000000002,0,Regular Customers
13711,219,2,252.06,1,At-Risk Customers
13712,247,1,228.84,1,At-Risk Customers
13715,282,5,1077.39,1,At-Risk Customers
13716,270,1,138.28,1,At-Risk Customers
13717,33,6,1445.01,0,Regular Customers
13718,247,2,306.55,1,At-Risk Customers
13719,16,5,1041.68,0,Regular Customers
13720,117,4,799.9,0,Regular Customers
13721,37,1,524.14,0,Regular Customers
13722,132,3,2375.41,0,Regular Customers
13723,218,1,199.85,1,At-Risk Customers
13725,50,8,1980.56,0,Regular Customers
13726,39,2,1079.66,0,Regular Customers
13727,29,2,333.48,0,Regular Customers
13728,37,6,1016.14,0,Regular Customers
13730,136,2,752.6,0,Regular Customers
13731,220,2,610.59,1,At-Risk Customers
13732,29,1,491.86,0,Regular Customers
13735,25,4,2883.54,0,Regular Customers
13736,6,2,729.8,0,Regular Customers
13737,201,1,339.6,1,At-Risk Customers
13739,19,1,216.9,0,Regular Customers
13740,241,1,350.75,1,At-Risk Customers
13741,72,3,668.43,0,Regular Customers
13742,17,12,3107.87,0,Regular Customers
13743,3,7,1341.6,0,Regular Customers
13744,96,2,1080.52,0,Regular Customers
13745,163,1,300.04,1,At-Risk Customers
13747,374,1,79.6,1,At-Risk Customers
13748,96,5,948.25,0,Regular Customers
13750,54,5,1647.26,0,Regular Customers
13751,289,1,296.25,1,At-Risk Customers
13752,125,6,1175.38,0,Regular Customers
13753,288,1,741.26,1,At-Risk Customers
13754,152,2,282.6,1,At-Risk Customers
13755,4,9,2108.06,0,Regular Customers
13756,3,14,5189.52,3,High Value Customers
13758,12,7,3190.55,0,Regular Customers
13759,34,2,659.41,0,Regular Customers
13760,55,2,286.79,0,Regular Customers
13761,51,2,1070.65,0,Regular Customers
13762,219,1,306.72,1,At-Risk Customers
13763,64,1,1714.96,0,Regular Customers
13764,71,3,1519.42,0,Regular Customers
13767,3,37,17220.36,3,High Value Customers
13769,3,10,2796.5099999999998,0,Regular Customers
13771,65,4,2634.45,0,Regular Customers
13772,34,3,1122.63,0,Regular Customers
13774,82,1,345.0,0,Regular Customers
13777,1,33,25977.16,3,High Value Customers
13778,104,1,178.7,0,Regular Customers
13780,8,2,360.01,0,Regular Customers
13781,251,1,127.84,1,At-Risk Customers
13782,13,6,908.86,0,Regular Customers
13784,10,11,2462.79,0,Regular Customers
13786,368,1,230.39999999999998,1,At-Risk Customers
13787,76,2,309.04,0,Regular Customers
13790,5,1,348.8,0,Regular Customers
13791,128,2,1516.0,0,Regular Customers
13792,67,2,195.55,0,Regular Customers
13798,2,57,37153.85,3,High Value Customers
13799,117,2,688.86,0,Regular Customers
13800,310,1,558.3199999999999,1,At-Risk Customers
13801,67,1,324.8,0,Regular Customers
13802,139,3,4599.42,0,Regular Customers
13803,256,1,277.07,1,At-Risk Customers
13804,31,7,2588.39,0,Regular Customers
13805,53,2,924.5999999999999,0,Regular Customers
13806,64,1,256.38,0,Regular Customers
13807,368,1,112.6,1,At-Risk Customers
13808,6,5,1747.66,0,Regular Customers
13809,306,1,155.05,1,At-Risk Customers
13810,29,3,1499.01,0,Regular Customers
13811,184,3,814.5,1,At-Risk Customers
13812,43,3,539.0,0,Regular Customers
13813,40,4,1366.8600000000001,0,Regular Customers
13814,93,2,1579.12,0,Regular Customers
13815,23,4,4027.36,0,Regular Customers
13816,24,2,571.67,0,Regular Customers
13817,30,2,382.98,0,Regular Customers
13819,302,3,1140.35,1,At-Risk Customers
13821,145,2,385.64,0,Regular Customers
13822,6,2,632.0,0,Regular Customers
13823,19,2,957.66,0,Regular Customers
13824,33,5,1698.94,0,Regular Customers
13826,177,1,189.5,1,At-Risk Customers
13827,58,3,409.8,0,Regular Customers
13828,23,1,209.49,0,Regular Customers
13831,17,6,2198.45,0,Regular Customers
13832,20,1,52.2,0,Regular Customers
13833,160,1,383.85,1,At-Risk Customers
13835,26,4,834.57,0,Regular Customers
13837,212,2,266.59,1,At-Risk Customers
13838,6,4,674.82,0,Regular Customers
13841,253,1,85.0,1,At-Risk Customers
13842,59,9,3385.62,0,Regular Customers
13844,12,1,361.62,0,Regular Customers
13845,65,1,312.98,0,Regular Customers
13846,25,3,865.06,0,Regular Customers
13848,93,3,1255.0,0,Regular Customers
13849,52,2,1537.95,0,Regular Customers
13850,130,1,1595.48,0,Regular Customers
13851,96,3,2651.46,0,Regular Customers
13853,58,1,1090.1399999999999,0,Regular Customers
13854,9,25,8109.5199999999995,3,High Value Customers
13856,169,3,388.5,1,At-Risk Customers
13858,58,1,216.17000000000002,0,Regular Customers
13859,327,1,201.16,1,At-Risk Customers
13860,2,5,1245.9,0,Regular Customers
13862,19,8,2209.36,0,Regular Customers
13863,248,1,305.78,1,At-Risk Customers
13865,59,4,501.56,0,Regular Customers
13866,75,1,145.67,0,Regular Customers
13867,32,3,1005.09,0,Regular Customers
13868,8,2,3192.54,0,Regular Customers
13869,124,4,3083.65,0,Regular Customers
13870,3,8,2770.94,0,Regular Customers
13871,23,13,6403.25,0,Regular Customers
13873,120,3,389.6,0,Regular Customers
13874,359,1,540.45,1,At-Risk Customers
13875,54,5,1786.79,0,Regular Customers
13876,64,1,122.7,0,Regular Customers
13877,87,1,117.24,0,Regular Customers
13878,55,1,1271.57,0,Regular Customers
13880,22,13,3219.77,0,Regular Customers
13881,4,20,17159.52,3,High Value Customers
13882,3,5,1191.13,0,Regular Customers
13883,11,5,2674.48,0,Regular Customers
13884,8,5,787.6,0,Regular Customers
13885,190,2,506.8,1,At-Risk Customers
13886,72,1,243.56,0,Regular Customers
13887,205,1,349.55,1,At-Risk Customers
13888,120,2,595.67,0,Regular Customers
13889,93,1,416.9,0,Regular Customers
13890,2,10,1883.81,0,Regular Customers
13892,27,4,632.97,0,Regular Customers
13893,298,1,821.1,1,At-Risk Customers
13894,24,3,564.62,0,Regular Customers
13895,29,4,2593.07,0,Regular Customers
13897,51,1,311.16,0,Regular Customers
13898,326,1,155.93,1,At-Risk Customers
13899,17,2,388.52,0,Regular Customers
13900,184,3,740.95,1,At-Risk Customers
13901,73,5,2867.2,0,Regular Customers
13904,38,2,332.64,0,Regular Customers
13908,80,4,2369.55,0,Regular Customers
13911,58,9,2580.91,0,Regular Customers
13914,12,2,626.45,0,Regular Customers
13917,50,2,272.04,0,Regular Customers
13918,50,2,1212.84,0,Regular Customers
13919,60,2,384.81,0,Regular Customers
13922,352,1,172.25,1,At-Risk Customers
13923,54,1,351.13,0,Regular Customers
13924,2,6,1838.85,0,Regular Customers
13925,93,4,678.25,0,Regular Customers
13926,24,1,223.85,0,Regular Customers
13927,75,1,348.99,0,Regular Customers
13928,11,4,464.57,0,Regular Customers
13929,170,2,842.65,1,At-Risk Customers
13930,58,2,337.34,0,Regular Customers
13931,96,2,1237.53,0,Regular Customers
13932,295,1,307.4,1,At-Risk Customers
13933,110,2,608.79,0,Regular Customers
13934,264,1,922.1,1,At-Risk Customers
13936,180,1,376.58,1,At-Risk Customers
13937,170,1,158.85,1,At-Risk Customers
13938,36,1,71.66,0,Regular Customers
13939,24,3,568.55,0,Regular Customers
13940,18,4,839.14,0,Regular Customers
13941,22,5,5112.96,0,Regular Customers
13946,80,3,561.5699999999999,0,Regular Customers
13947,66,1,90.6,0,Regular Customers
13948,361,1,102.0,1,At-Risk Customers
13949,3,6,2427.32,0,Regular Customers
13950,12,4,745.06,0,Regular Customers
13951,177,3,674.45,1,At-Risk Customers
13952,218,2,3251.071,1,At-Risk Customers
13953,8,7,3515.6800000000003,0,Regular Customers
13954,2,2,439.92,0,Regular Customers
13955,155,2,322.96,1,At-Risk Customers
13956,6,5,1019.27,0,Regular Customers
13959,80,3,594.04,0,Regular Customers
13960,22,2,230.22,0,Regular Customers
13962,22,2,169.54999999999998,0,Regular Customers
13963,309,4,664.54,1,At-Risk Customers
13967,146,1,80.7,1,At-Risk Customers
13969,8,18,9024.17,3,High Value Customers
13971,19,8,2758.2599999999998,0,Regular Customers
13972,71,2,190.25,0,Regular Customers
13973,288,1,264.7,1,At-Risk Customers
13974,50,1,413.59,0,Regular Customers
13975,32,6,2461.24,0,Regular Customers
13976,207,1,357.98,1,At-Risk Customers
13978,15,2,196.79,0,Regular Customers
13979,74,1,869.87,0,Regular Customers
13980,61,1,200.14,0,Regular Customers
13982,40,4,1871.81,0,Regular Customers
13983,30,12,2603.43,0,Regular Customers
13984,27,5,920.51,0,Regular Customers
13985,5,15,7060.13,3,High Value Customers
13986,18,1,320.46,0,Regular Customers
13988,20,6,4147.96,0,Regular Customers
13989,66,2,1266.08,0,Regular Customers
13990,214,1,311.3,1,At-Risk Customers
13991,13,6,852.88,0,Regular Customers
13992,31,1,76.8,0,Regular Customers
13993,43,9,3466.36,0,Regular Customers
13994,4,6,2274.14,0,Regular Customers
13995,16,5,1393.69,0,Regular Customers
13999,11,12,3901.81,0,Regular Customers
14000,212,1,635.66,1,At-Risk Customers
14001,46,3,2043.08,0,Regular Customers
14002,135,2,529.73,0,Regular Customers
14004,44,7,4582.64,0,Regular Customers
14005,10,5,2874.72,0,Regular Customers
14006,116,3,962.19,0,Regular Customers
14009,199,2,695.61,1,At-Risk Customers
14012,278,1,328.8,1,At-Risk Customers
14013,111,3,473.02,0,Regular Customers
14014,78,1,505.18,0,Regular Customers
14015,53,1,917.34,0,Regular Customers
14016,162,4,4341.21,1,At-Risk Customers
14019,47,3,1421.61,0,Regular Customers
14020,17,2,642.8,0,Regular Customers
14021,156,3,631.9,1,At-Risk Customers
14022,226,1,440.0,1,At-Risk Customers
14023,8,2,584.0699999999999,0,Regular Customers
14024,122,2,327.7,0,Regular Customers
14027,61,1,104.82,0,Regular Customers
14029,64,2,467.65999999999997,0,Regular Customers
14030,19,8,2358.84,0,Regular Customers
14031,8,19,17286.86,3,High Value Customers
14032,3,11,2975.59,0,Regular Customers
14034,23,3,648.89,0,Regular Customers
14035,29,5,1428.02,0,Regular Customers
14036,285,1,626.65,1,At-Risk Customers
14037,177,2,147.2,1,At-Risk Customers
14038,79,3,1560.38,0,Regular Customers
14039,34,1,152.2,0,Regular Customers
14040,41,12,3560.32,0,Regular Customers
14041,267,1,141.41,1,At-Risk Customers
14044,27,4,646.42,0,Regular Customers
14045,110,4,1659.75,0,Regular Customers
14046,285,1,154.99,1,At-Risk Customers
14047,9,5,1308.61,0,Regular Customers
14048,306,1,409.93,1,At-Risk Customers
14049,17,4,5578.72,0,Regular Customers
14050,32,2,746.36,0,Regular Customers
14051,1,23,15610.39,3,High Value Customers
14052,20,1,225.36,0,Regular Customers
14053,125,2,260.25,0,Regular Customers
14054,66,1,92.46000000000001,0,Regular Customers
14055,107,1,725.64,0,Regular Customers
14056,2,23,8152.71,3,High Value Customers
14057,24,17,6211.66,3,High Value Customers
14059,267,1,183.6,1,At-Risk Customers
14060,5,19,6140.42,3,High Value Customers
14062,10,12,10464.85,3,High Value Customers
14064,30,5,1334.3400000000001,0,Regular Customers
14066,267,1,152.55,1,At-Risk Customers
14067,64,2,374.7,0,Regular Customers
14068,321,1,265.85,1,At-Risk Customers
14071,4,8,1437.57,0,Regular Customers
14073,33,1,151.04,0,Regular Customers
14075,5,3,942.26,0,Regular Customers
14076,130,1,118.67,0,Regular Customers
14077,41,5,499.42,0,Regular Customers
14078,102,6,1049.37,0,Regular Customers
14079,125,1,375.1,0,Regular Customers
14080,33,1,45.599999999999994,0,Regular Customers
14081,303,2,921.62,1,At-Risk Customers
14082,365,1,182.25,1,At-Risk Customers
14083,5,9,1002.9,0,Regular Customers
14085,3,18,4421.29,3,High Value Customers
14087,3,1,191.47,0,Regular Customers
14088,11,13,50491.81,3,High Value Customers
14089,57,1,158.75,0,Regular Customers
14090,325,1,76.32,1,At-Risk Customers
14092,8,14,4076.91,0,Regular Customers
14093,13,1,433.86,0,Regular Customers
14096,5,17,65164.79,3,High Value Customers
14098,37,1,147.35,0,Regular Customers
14099,17,11,3104.17,0,Regular Customers
14100,138,1,191.95,0,Regular Customers
14101,74,6,5976.79,0,Regular Customers
14102,6,5,1105.8799999999999,0,Regular Customers
14104,155,2,216.21,1,At-Risk Customers
14105,240,1,1266.23,1,At-Risk Customers
14107,52,7,2703.23,0,Regular Customers
14108,31,2,597.91,0,Regular Customers
14109,73,1,144.2,0,Regular Customers
14110,4,12,5683.15,0,Regular Customers
14111,15,4,692.85,0,Regular Customers
14112,23,7,2915.15,0,Regular Customers
14113,4,4,1840.42,0,Regular Customers
14114,274,2,386.53,1,At-Risk Customers
14116,20,5,1382.74,0,Regular Customers
14117,144,1,90.0,1,At-Risk Customers
14121,4,4,2780.15,0,Regular Customers
14124,85,1,419.58,0,Regular Customers
14125,11,3,2720.63,0,Regular Customers
14126,8,3,706.13,0,Regular Customers
14127,123,3,709.71,0,Regular Customers
14128,61,2,637.5,0,Regular Customers
14129,2,5,1123.86,0,Regular Customers
14130,320,1,480.90999999999997,1,At-Risk Customers
14132,3,11,3586.0299999999997,0,Regular Customers
14133,130,3,605.64,0,Regular Customers
14135,2,15,4690.31,3,High Value Customers
14138,2,2,965.88,0,Regular Customers
